0 verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
431 silly tarball no local data for @radix-ui/react-portal@https://registry.npmjs.org/@radix-ui/react-portal/-/react-portal-1.1.11.tgz. Extracting by manifest.
432 silly tarball no local data for @radix-ui/react-popover@https://registry.npmjs.org/@radix-ui/react-popover/-/react-popover-1.1.16.tgz. Extracting by manifest.
433 silly tarball no local data for @radix-ui/react-menu@https://registry.npmjs.org/@radix-ui/react-menu/-/react-menu-2.1.17.tgz. Extracting by manifest.
434 silly tarball no local data for @radix-ui/react-menubar@https://registry.npmjs.org/@radix-ui/react-menubar/-/react-menubar-1.1.17.tgz. Extracting by manifest.
435 silly tarball no local data for @radix-ui/react-navigation-menu@https://registry.npmjs.org/@radix-ui/react-navigation-menu/-/react-navigation-menu-1.2.15.tgz. Extracting by manifest.
436 silly tarball no local data for @radix-ui/react-id@https://registry.npmjs.org/@radix-ui/react-id/-/react-id-1.1.2.tgz. Extracting by manifest.
437 silly tarball no local data for @radix-ui/react-hover-card@https://registry.npmjs.org/@radix-ui/react-hover-card/-/react-hover-card-1.1.16.tgz. Extracting by manifest.
438 silly tarball no local data for @radix-ui/react-focus-scope@https://registry.npmjs.org/@radix-ui/react-focus-scope/-/react-focus-scope-1.1.9.tgz. Extracting by manifest.
439 silly tarball no local data for @radix-ui/react-label@https://registry.npmjs.org/@radix-ui/react-label/-/react-label-2.1.9.tgz. Extracting by manifest.
440 silly tarball no local data for @radix-ui/react-focus-guards@https://registry.npmjs.org/@radix-ui/react-focus-guards/-/react-focus-guards-1.1.4.tgz. Extracting by manifest.
441 silly tarball no local data for @radix-ui/react-dropdown-menu@https://registry.npmjs.org/@radix-ui/react-dropdown-menu/-/react-dropdown-menu-2.1.17.tgz. Extracting by manifest.
442 silly tarball no local data for @radix-ui/react-context@https://registry.npmjs.org/@radix-ui/react-context/-/react-context-1.1.4.tgz. Extracting by manifest.
443 silly tarball no local data for @radix-ui/react-direction@https://registry.npmjs.org/@radix-ui/react-direction/-/react-direction-1.1.2.tgz. Extracting by manifest.
444 silly tarball no local data for @radix-ui/react-dialog@https://registry.npmjs.org/@radix-ui/react-dialog/-/react-dialog-1.1.16.tgz. Extracting by manifest.
445 silly tarball no local data for @radix-ui/react-dismissable-layer@https://registry.npmjs.org/@radix-ui/react-dismissable-layer/-/react-dismissable-layer-1.1.12.tgz. Extracting by manifest.
446 silly tarball no local data for @radix-ui/react-context-menu@https://registry.npmjs.org/@radix-ui/react-context-menu/-/react-context-menu-2.3.0.tgz. Extracting by manifest.
447 silly tarball no local data for @radix-ui/react-compose-refs@https://registry.npmjs.org/@radix-ui/react-compose-refs/-/react-compose-refs-1.1.3.tgz. Extracting by manifest.
448 silly tarball no local data for @radix-ui/react-collection@https://registry.npmjs.org/@radix-ui/react-collection/-/react-collection-1.1.9.tgz. Extracting by manifest.
449 silly tarball no local data for @radix-ui/react-collapsible@https://registry.npmjs.org/@radix-ui/react-collapsible/-/react-collapsible-1.1.13.tgz. Extracting by manifest.
450 silly tarball no local data for @radix-ui/react-checkbox@https://registry.npmjs.org/@radix-ui/react-checkbox/-/react-checkbox-1.3.4.tgz. Extracting by manifest.
451 silly tarball no local data for @radix-ui/react-avatar@https://registry.npmjs.org/@radix-ui/react-avatar/-/react-avatar-1.1.12.tgz. Extracting by manifest.
452 silly tarball no local data for @radix-ui/react-aspect-ratio@https://registry.npmjs.org/@radix-ui/react-aspect-ratio/-/react-aspect-ratio-1.1.9.tgz. Extracting by manifest.
453 silly tarball no local data for @radix-ui/react-arrow@https://registry.npmjs.org/@radix-ui/react-arrow/-/react-arrow-1.1.9.tgz. Extracting by manifest.
454 silly tarball no local data for @radix-ui/react-alert-dialog@https://registry.npmjs.org/@radix-ui/react-alert-dialog/-/react-alert-dialog-1.1.16.tgz. Extracting by manifest.
455 silly tarball no local data for @radix-ui/react-accordion@https://registry.npmjs.org/@radix-ui/react-accordion/-/react-accordion-1.2.13.tgz. Extracting by manifest.
456 silly tarball no local data for @radix-ui/primitive@https://registry.npmjs.org/@radix-ui/primitive/-/primitive-1.1.4.tgz. Extracting by manifest.
457 silly tarball no local data for @radix-ui/number@https://registry.npmjs.org/@radix-ui/number/-/number-1.1.2.tgz. Extracting by manifest.
458 silly tarball no local data for @jridgewell/trace-mapping@https://registry.npmjs.org/@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz. Extracting by manifest.
459 silly tarball no local data for @jridgewell/sourcemap-codec@https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz. Extracting by manifest.
460 silly tarball no local data for @jridgewell/resolve-uri@https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz. Extracting by manifest.
461 silly tarball no local data for @jridgewell/remapping@https://registry.npmjs.org/@jridgewell/remapping/-/remapping-2.3.5.tgz. Extracting by manifest.
462 silly tarball no local data for @jridgewell/gen-mapping@https://registry.npmjs.org/@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz. Extracting by manifest.
463 silly tarball no local data for @hookform/resolvers@https://registry.npmjs.org/@hookform/resolvers/-/resolvers-3.10.0.tgz. Extracting by manifest.
464 silly tarball no local data for @floating-ui/utils@https://registry.npmjs.org/@floating-ui/utils/-/utils-0.2.11.tgz. Extracting by manifest.
465 silly tarball no local data for @esbuild/win32-x64@https://registry.npmjs.org/@esbuild/win32-x64/-/win32-x64-0.27.7.tgz. Extracting by manifest.
466 silly tarball no local data for @date-fns/tz@https://registry.npmjs.org/@date-fns/tz/-/tz-1.5.0.tgz. Extracting by manifest.
467 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-7.29.7.tgz. Extracting by manifest.
468 silly tarball no local data for @babel/traverse@https://registry.npmjs.org/@babel/traverse/-/traverse-7.29.7.tgz. Extracting by manifest.
469 silly tarball no local data for @babel/template@https://registry.npmjs.org/@babel/template/-/template-7.29.7.tgz. Extracting by manifest.
470 silly tarball no local data for @floating-ui/react-dom@https://registry.npmjs.org/@floating-ui/react-dom/-/react-dom-2.1.8.tgz. Extracting by manifest.
471 silly tarball no local data for @babel/runtime@https://registry.npmjs.org/@babel/runtime/-/runtime-7.29.7.tgz. Extracting by manifest.
472 silly tarball no local data for @floating-ui/core@https://registry.npmjs.org/@floating-ui/core/-/core-1.7.5.tgz. Extracting by manifest.
473 silly tarball no local data for @floating-ui/dom@https://registry.npmjs.org/@floating-ui/dom/-/dom-1.7.6.tgz. Extracting by manifest.
474 silly tarball no local data for @babel/plugin-transform-react-jsx-source@https://registry.npmjs.org/@babel/plugin-transform-react-jsx-source/-/plugin-transform-react-jsx-source-7.29.7.tgz. Extracting by manifest.
475 silly tarball no local data for @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-7.29.7.tgz. Extracting by manifest.
476 silly tarball no local data for @babel/helpers@https://registry.npmjs.org/@babel/helpers/-/helpers-7.29.7.tgz. Extracting by manifest.
477 silly tarball no local data for @babel/plugin-transform-react-jsx-self@https://registry.npmjs.org/@babel/plugin-transform-react-jsx-self/-/plugin-transform-react-jsx-self-7.29.7.tgz. Extracting by manifest.
478 silly tarball no local data for @babel/helper-validator-option@https://registry.npmjs.org/@babel/helper-validator-option/-/helper-validator-option-7.29.7.tgz. Extracting by manifest.
479 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-7.29.7.tgz. Extracting by manifest.
480 silly tarball no local data for @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-7.29.7.tgz. Extracting by manifest.
481 silly tarball no local data for @babel/helper-plugin-utils@https://registry.npmjs.org/@babel/helper-plugin-utils/-/helper-plugin-utils-7.29.7.tgz. Extracting by manifest.
482 silly tarball no local data for @babel/helper-module-transforms@https://registry.npmjs.org/@babel/helper-module-transforms/-/helper-module-transforms-7.29.7.tgz. Extracting by manifest.
483 silly tarball no local data for @babel/helper-globals@https://registry.npmjs.org/@babel/helper-globals/-/helper-globals-7.29.7.tgz. Extracting by manifest.
484 silly tarball no local data for @babel/helper-module-imports@https://registry.npmjs.org/@babel/helper-module-imports/-/helper-module-imports-7.29.7.tgz. Extracting by manifest.
485 silly tarball no local data for @babel/helper-compilation-targets@https://registry.npmjs.org/@babel/helper-compilation-targets/-/helper-compilation-targets-7.29.7.tgz. Extracting by manifest.
486 silly tarball no local data for @babel/generator@https://registry.npmjs.org/@babel/generator/-/generator-7.29.7.tgz. Extracting by manifest.
487 silly tarball no local data for @babel/core@https://registry.npmjs.org/@babel/core/-/core-7.29.7.tgz. Extracting by manifest.
488 silly tarball no local data for @babel/compat-data@https://registry.npmjs.org/@babel/compat-data/-/compat-data-7.29.7.tgz. Extracting by manifest.
489 silly tarball no local data for @babel/code-frame@https://registry.npmjs.org/@babel/code-frame/-/code-frame-7.29.7.tgz. Extracting by manifest.
490 silly tarball no local data for date-fns@https://registry.npmjs.org/date-fns/-/date-fns-4.4.0.tgz. Extracting by manifest.
491 silly tarball no local data for react-is@https://registry.npmjs.org/react-is/-/react-is-16.13.1.tgz. Extracting by manifest.
492 http fetch GET https://registry.npmjs.org/zod/-/zod-3.25.76.tgz attempt 1 failed with EACCES
493 http fetch GET https://registry.npmjs.org/wouter/-/wouter-3.10.0.tgz attempt 1 failed with EACCES
494 http fetch GET https://registry.npmjs.org/yallist/-/yallist-3.1.1.tgz attempt 1 failed with EACCES
495 http fetch GET https://registry.npmjs.org/vite/-/vite-7.3.5.tgz attempt 1 failed with EACCES
496 http fetch GET https://registry.npmjs.org/victory-vendor/-/victory-vendor-36.9.2.tgz attempt 1 failed with EACCES
497 http fetch GET https://registry.npmjs.org/util-deprecate/-/util-deprecate-1.0.2.tgz attempt 1 failed with EACCES
498 http fetch GET https://registry.npmjs.org/vaul/-/vaul-1.1.2.tgz attempt 1 failed with EACCES
499 http fetch GET https://registry.npmjs.org/use-sync-external-store/-/use-sync-external-store-1.6.0.tgz attempt 1 failed with EACCES
500 http fetch GET https://registry.npmjs.org/use-sidecar/-/use-sidecar-1.1.3.tgz attempt 1 failed with EACCES
501 http fetch GET https://registry.npmjs.org/undici-types/-/undici-types-7.24.6.tgz attempt 1 failed with EACCES
502 http fetch GET https://registry.npmjs.org/update-browserslist-db/-/update-browserslist-db-1.2.3.tgz attempt 1 failed with EACCES
503 http fetch GET https://registry.npmjs.org/use-callback-ref/-/use-callback-ref-1.3.3.tgz attempt 1 failed with EACCES
504 http fetch GET https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz attempt 1 failed with EACCES
505 http fetch GET https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.17.tgz attempt 1 failed with EACCES
506 http fetch GET https://registry.npmjs.org/tw-animate-css/-/tw-animate-css-1.4.0.tgz attempt 1 failed with EACCES
507 http fetch GET https://registry.npmjs.org/npm attempt 2 failed with EACCES
508 http fetch GET https://registry.npmjs.org/zod/-/zod-3.25.76.tgz attempt 2 failed with EACCES
509 http fetch GET https://registry.npmjs.org/wouter/-/wouter-3.10.0.tgz attempt 2 failed with EACCES
510 http fetch GET https://registry.npmjs.org/yallist/-/yallist-3.1.1.tgz attempt 2 failed with EACCES
511 http fetch GET https://registry.npmjs.org/vite/-/vite-7.3.5.tgz attempt 2 failed with EACCES
512 http fetch GET https://registry.npmjs.org/victory-vendor/-/victory-vendor-36.9.2.tgz attempt 2 failed with EACCES
513 http fetch GET https://registry.npmjs.org/util-deprecate/-/util-deprecate-1.0.2.tgz attempt 2 failed with EACCES
514 http fetch GET https://registry.npmjs.org/vaul/-/vaul-1.1.2.tgz attempt 2 failed with EACCES
515 http fetch GET https://registry.npmjs.org/use-sync-external-store/-/use-sync-external-store-1.6.0.tgz attempt 2 failed with EACCES
516 http fetch GET https://registry.npmjs.org/use-sidecar/-/use-sidecar-1.1.3.tgz attempt 2 failed with EACCES
517 http fetch GET https://registry.npmjs.org/undici-types/-/undici-types-7.24.6.tgz attempt 2 failed with EACCES
518 http fetch GET https://registry.npmjs.org/update-browserslist-db/-/update-browserslist-db-1.2.3.tgz attempt 2 failed with EACCES
519 http fetch GET https://registry.npmjs.org/use-callback-ref/-/use-callback-ref-1.3.3.tgz attempt 2 failed with EACCES
520 http fetch GET https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz attempt 2 failed with EACCES
521 http fetch GET https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.17.tgz attempt 2 failed with EACCES
522 http fetch GET https://registry.npmjs.org/tw-animate-css/-/tw-animate-css-1.4.0.tgz attempt 2 failed with EACCES
523 http fetch GET https://registry.npmjs.org/npm attempt 3 failed with EACCES
524 http fetch GET https://registry.npmjs.org/zod/-/zod-3.25.76.tgz attempt 3 failed with EACCES
525 http fetch GET https://registry.npmjs.org/wouter/-/wouter-3.10.0.tgz attempt 3 failed with EACCES
526 http fetch GET https://registry.npmjs.org/yallist/-/yallist-3.1.1.tgz attempt 3 failed with EACCES
527 http fetch GET https://registry.npmjs.org/vite/-/vite-7.3.5.tgz attempt 3 failed with EACCES
528 http fetch GET https://registry.npmjs.org/victory-vendor/-/victory-vendor-36.9.2.tgz attempt 3 failed with EACCES
529 http fetch GET https://registry.npmjs.org/util-deprecate/-/util-deprecate-1.0.2.tgz attempt 3 failed with EACCES
530 http fetch GET https://registry.npmjs.org/vaul/-/vaul-1.1.2.tgz attempt 3 failed with EACCES
531 http fetch GET https://registry.npmjs.org/use-sync-external-store/-/use-sync-external-store-1.6.0.tgz attempt 3 failed with EACCES
532 http fetch GET https://registry.npmjs.org/use-sidecar/-/use-sidecar-1.1.3.tgz attempt 3 failed with EACCES
533 http fetch GET https://registry.npmjs.org/undici-types/-/undici-types-7.24.6.tgz attempt 3 failed with EACCES
534 http fetch GET https://registry.npmjs.org/update-browserslist-db/-/update-browserslist-db-1.2.3.tgz attempt 3 failed with EACCES
535 http fetch GET https://registry.npmjs.org/use-callback-ref/-/use-callback-ref-1.3.3.tgz attempt 3 failed with EACCES
536 http fetch GET https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz attempt 3 failed with EACCES
537 http fetch GET https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.17.tgz attempt 3 failed with EACCES
538 http fetch GET https://registry.npmjs.org/tw-animate-css/-/tw-animate-css-1.4.0.tgz attempt 3 failed with EACCES
539 verbose cwd C:\Users\welli\Desktop\Bella Mix
540 verbose os Windows_NT 10.0.26200
541 verbose node v24.14.1
542 verbose npm  v11.11.0
543 error Exit handler never called!
544 error This is an error with npm itself. Please report this error at:
545 error   <https://github.com/npm/cli/issues>
546 verbose exit 1
547 verbose code 1
548 error A complete log of this run can be found in: C:\Users\welli\Desktop\Bella Mix\.npm-cache\_logs\2026-09-09T17_07_05_454Z-debug-0.log
